time,price,dividend,return
03-01-2012,67.55,,
04-02-2012,66.75999,,
05-01-2012,62.06,,
06-01-2012,64.16,,
07-02-2012,64.8,,
08-01-2012,68.16,,
09-04-2012,68.57001,,
10-01-2012,64.95,,
11-01-2012,65.8,,
12-03-2012,65.1301,,
01-02-2013,66.87,,
02-01-2013,67.10001,,
03-01-2013,68.97,,
04-01-2013,70.72,,
05-01-2013,73.25,,
06-03-2013,71.27,,
07-01-2013,75.77,,
08-01-2013,75.47,,
09-03-2013,78.88,,
10-01-2013,82.79,,
11-01-2013,85.73,,
12-02-2013,87.96,,
01-02-2014,86.27,,
02-03-2014,90.34,,
03-03-2014,87.67,,
04-01-2014,87.39,,
05-01-2014,91.31,,
06-02-2014,93.91,,
07-01-2014,95.02,,
08-01-2014,99.78,,
09-02-2014,98.79,,
10-01-2014,101.4,,
11-03-2014,106.01,,
12-01-2014,103.25,,
01-02-2015,101.1,,
02-02-2015,108.4,,
03-02-2015,105.6,,
04-01-2015,107.63,,
05-01-2015,110.05,,
06-01-2015,107.07,,
07-01-2015,111.95,,
08-03-2015,104.31,,
09-01-2015,101.76,,
10-01-2015,113.33,,
11-02-2015,114.02,,
12-01-2015,111.86,,
01-04-2016,104.13,,
02-01-2016,102.5,,
03-01-2016,109.2,,
04-01-2016,105.72,,
05-02-2016,110.34,,
06-01-2016,107.54,,
07-01-2016,115.23,,
08-01-2016,116.44,,
09-01-2016,118.72,,
10-03-2016,116.99,,
11-01-2016,117.5,,
12-01-2016,118.48,,
01-03-2017,124.57,,
02-01-2017,130.02,,
03-01-2017,132.38,,
04-03-2017,135.99,,
05-01-2017,141.29,,
06-01-2017,137.64,,
07-03-2017,143.23,,
08-01-2017,146.2,,
09-01-2017,145.45,,
10-02-2017,152.15,,
11-01-2017,155.15,,
12-01-2017,155.76,,
01-02-2018,169.4,,
02-01-2018,167.21,,
03-01-2018,160.13,,
04-02-2018,160.94,,
05-01-2018,170.07,,
06-01-2018,171.65,,
07-02-2018,176.45,,
08-01-2018,186.65,,
09-04-2018,185.79,,
10-01-2018,169.82,,
11-01-2018,169.37,,
12-03-2018,154.26,,
01-02-2019,168.16,,
02-01-2019,173.19,,
03-01-2019,179.66,,
04-01-2019,189.54,,
05-01-2019,173.95,,
06-03-2019,186.74,,
07-01-2019,191.1,,
08-01-2019,187.47,,
09-03-2019,188.81,,
10-01-2019,197.08,,
11-01-2019,205.1,,
12-02-2019,212.61,,
01-02-2020,219.07,,
02-03-2020,205.8,,
03-02-2020,190.4,,
04-01-2020,218.91,,
05-01-2020,233.36,,
06-01-2020,247.6,,
07-01-2020,265.79,,
08-03-2020,294.88,,
09-01-2020,277.84,,
10-01-2020,269.38,,
11-02-2020,299.62,,
12-01-2020,313.74,,
01-04-2021,314.56,,
02-01-2021,314.14,,
03-01-2021,319.13,,
04-01-2021,337.99,,
05-03-2021,333.93,,
06-01-2021,354.43,,
07-01-2021,364.57,,
08-02-2021,379.95,,
09-01-2021,357.96,,
10-01-2021,386.11,,
11-01-2021,393.82,,
12-01-2021,397.85,,
01-03-2022,363.05,,
02-01-2022,346.8,,
03-01-2022,362.54,,
04-01-2022,313.25,,
05-02-2022,308.28,,
06-01-2022,280.28,,
07-01-2022,315.46,,
08-01-2022,299.27,,
09-01-2022,267.26,,
10-03-2022,277.95,,
11-01-2022,293.36,,
12-01-2022,266.28,,
01-03-2023,294.62,,
02-01-2023,293.56,,
03-01-2023,320.93,,
04-03-2023,322.56,,
05-01-2023,347.99,,
06-01-2023,369.42,,
07-03-2023,383.68,,
08-01-2023,377.99,,
09-01-2023,358.27,,
10-02-2023,350.87,,
11-01-2023,388.83,,
12-01-2023,409.52,,
01-02-2024,416.97,,
02-01-2024,439,,
03-01-2024,444.01,,
04-01-2024,424.59,,
05-01-2024,450.71,,
06-03-2024,479.11,,
07-01-2024,471.07,,
08-01-2024,476.27,,
09-03-2024,488.07,,
10-01-2024,483.85,,
11-01-2024,509.74,,
12-02-2024,511.23,,
01-02-2025,521.74,,
